Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
Saikyou Densetsu Kurosawa,Vol.11 Chapter 90 : Everyone,"Dec 30,20",111,180.0,manganelo.com,0.35100603103637695,https://manganelo.com/manga/saikyou_densetsu_kurosawa,"Comedy,Drama,Seinen,Slice of life",Completed,4.5,https://avt.mkklcdnv6temp.com/8/e/5-1583472186.jpg
Tokugawa No Saru,Chapter 2,"Dec 30,20",111,180.0,manganelo.com,0.48310065269470215,https://manganelo.com/manga/fz925014,"Action,Adventure,Ecchi,Fantasy,Gender bender,Historical,Martial arts,Seinen",Ongoing,4.14,https://avt.mkklcdnv6temp.com/49/o/22-1609257011.jpg
From Dusk Till Dawn,Chapter 6 [End],"Dec 30,20",111,180.0,manganelo.com,0.4661221504211426,https://manganelo.com/manga/from_dusk_till_dawn,"Action,Drama,Mystery,Shounen ai,Supernatural",Completed,4.13,https://avt.mkklcdnv6temp.com/24/x/7-1583477194.jpg
Gekkan Shoujo Nozaki-Kun Anthology,Chapter 16.5: Extras,"Dec 30,20",111,180.0,manganelo.com,0.47612476348876953,https://manganelo.com/manga/gekkan_shoujo_nozakikun_anthology,"Comedy,School life,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/5/i/3-1583467843.jpg
Holy Alice Returns,Chapter 3,"Dec 30,20",111,180.0,manganelo.com,0.6411144733428955,https://manganelo.com/manga/ui925008,"Fantasy,Romance",Ongoing,4.83,https://avt.mkklcdnv6temp.com/49/h/22-1609128247.jpg
Tetsuo: The Bullet Man,Chapter 3,"Dec 30,20",111,180.0,manganelo.com,0.5881245136260986,https://manganelo.com/manga/tetsuo_the_bullet_man,"Action,Sci fi,Seinen,Tragedy",Completed,4.64,https://avt.mkklcdnv6temp.com/49/i/7-1583478147.jpg
Trinity Seven - Levi Ninden,Chapter 11: The Girl Who Is The Head Of The Magic Shadows,"Dec 30,20",111,180.0,manganelo.com,0.5791225433349609,https://manganelo.com/manga/trinity_seven_levi_ninden1,Shounen,Ongoing,4.84,https://avt.mkklcdnv6temp.com/22/c/14-1583490537.jpg
Love Runs From The Nose,Chapter 3,"Dec 30,20",111,180.0,manganelo.com,0.5761237144470215,https://manganelo.com/manga/lz925019,"Comedy,School life,Yuri",Ongoing,3.85,https://avt.mkklcdnv6temp.com/49/u/22-1609297546.jpg
The Banished Villainess! Living The Leisurely Life Of A Nun Making Revolutionary Church Food,Chapter 17,"Dec 27,20",112,180.0,manganelo.com,0.704195499420166,https://manganelo.com/manga/jp918539,"Comedy,Cooking,Fantasy,Shoujo,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/49/j/17-1583497049.jpg
"Tonight, You Will Be Mine",Chapter 2,"Dec 26,20",112,180.0,manganelo.com,0.4180629253387451,https://manganelo.com/manga/jp924996,"Drama,Josei,Romance",Ongoing,4.82,https://avt.mkklcdnv6temp.com/48/v/22-1608915870.jpg
Day Off,Chapter 32.7: The Planning Department's Gift Exchange,"Dec 26,20",112,180.0,manganelo.com,0.42206263542175293,https://manganelo.com/manga/kr923569,"Comedy,Romance,Shounen ai,Slice of life",Ongoing,4.3,https://avt.mkklcdnv6temp.com/40/x/21-1596116419.jpg
Rec,Chapter 64: Air Guitar Episode 0,"Dec 26,20",112,180.0,manganelo.com,0.6070659160614014,https://manganelo.com/manga/rec,"Comedy,Drama,Ecchi,Mature,Romance,Seinen",Ongoing,3.96,https://avt.mkklcdnv6temp.com/33/c/2-1583466975.jpg
Lion Coeur Senki,Chapter 1: Varian De Lioncoeur,"Dec 26,20",112,180.0,manganelo.com,0.5710699558258057,https://manganelo.com/manga/xh924997,"Action,Adventure,Drama,Fantasy,Seinen",Ongoing,4.9,https://avt.mkklcdnv6temp.com/48/w/22-1608916357.jpg
Over The Moon,Chapter 5,"Dec 27,20",112,180.0,manganelo.com,1.072129726409912,https://manganelo.com/manga/over_the_moon,"Fantasy,Shoujo,Supernatural",Ongoing,3.6,https://avt.mkklcdnv6temp.com/10/t/12-1583486211.jpg
Futsutsuka Na Yome Desu Ga!,Chapter 41: Promise Me [End],"Dec 26,20",112,180.0,manganelo.com,0.8010661602020264,https://manganelo.com/manga/au924994,"Comedy,Drama,Romance,School life,Seinen,Slice of life",Ongoing,3.53,https://avt.mkklcdnv6temp.com/48/s/22-1608913803.jpg
The Young Witch Wants To Have Sex!?,Chapter 2,"Dec 26,20",112,180.0,manganelo.com,0.5028505325317383,https://manganelo.com/manga/wl924999,"Comedy,Ecchi,Fantasy,Mystery,Romance,Seinen,Slice of life,Supernatural",Ongoing,4.61,https://avt.mkklcdnv6temp.com/48/y/22-1608917436.jpg
Endro!,Chapter 5 [End],"Dec 26,20",112,180.0,manganelo.com,0.5558524131774902,https://manganelo.com/manga/av918697,"Adventure,Comedy,Fantasy,Seinen,Slice of life",Ongoing,4.74,https://avt.mkklcdnv6temp.com/5/c/18-1583497283.jpg
Supreme Deity,Chapter 12,"Dec 26,20",112,180.0,manganelo.com,0.6298518180847168,https://manganelo.com/manga/ne923639,"Action,Adventure,Comedy,Fantasy",Ongoing,4.15,https://avt.mkklcdnv6temp.com/43/q/21-1596439493.jpg
Tsukihana Otome Ha Mouken Ga Suki,Chapter 2: The Owner,"Dec 26,20",112,180.0,manganelo.com,0.6488566398620605,https://manganelo.com/manga/mv925002,"Comedy,Drama,Ecchi,Historical,Romance,Seinen",,4.54,https://avt.mkklcdnv6temp.com/49/b/22-1608955474.jpg
Death Note [Colored Edition],Chapter 10: Confluence,"Dec 26,20",112,180.0,manganelo.com,0.6358554363250732,https://manganelo.com/manga/death_note_colored_edition,"Drama,Horror,Psychological,Supernatural,Tragedy",Ongoing,4.74,https://avt.mkklcdnv6temp.com/43/n/15-1583493223.jpg
 Supreme Deity,Chapter 12,"Dec 26,20",112,180.0,manganelo.com,0.6326391696929932,https://manganelo.com/manga/xr923103,"Action,Adventure,Comedy,Fantasy,Martial arts,Supernatural",Ongoing,4.45,https://avt.mkklcdnv6temp.com/21/s/21-1590948208.jpg
Yuuutsu-Kun To Succubus-San,Chapter 85,"Dec 26,20",112,180.0,manganelo.com,0.5863831043243408,https://manganelo.com/manga/yuuutsukun_to_succubussan,"Comedy,Ecchi,Romance,Seinen,Supernatural",Ongoing - 1 Volume (On,4.73,https://avt.mkklcdnv6temp.com/24/k/15-1583492332.jpg
" Demon, Don’T Kiss Me",Chapter 109,"Dec 27,20",112,180.0,manganelo.com,0.5995290279388428,https://manganelo.com/manga/yy922180,Romance,Ongoing,4.5,https://avt.mkklcdnv6temp.com/34/d/20-1583502347.jpg
Tong Wan,Chapter 162,"Dec 26,20",112,180.0,manganelo.com,0.7913846969604492,https://manganelo.com/manga/cl923860,"Psychological,Romance,Slice of life,Webtoons",Ongoing,3.62,https://avt.mkklcdnv6temp.com/2/i/22-1598114168.jpg
Quadruple Courtship,Chapter 35,"Dec 27,20",112,180.0,manganelo.com,0.626532793045044,https://manganelo.com/manga/ma924652,"Comedy,Romance",Ongoing,4.26,https://avt.mkklcdnv6temp.com/34/o/22-1604563522.jpg
Kono Yuusha Ga Ore Tueee Kuse Ni Shinchou Sugiru,Vol.1 Chapter 10: The Scariest Thing,"Dec 27,20",112,180.0,manganelo.com,0.6524739265441895,https://manganelo.com/manga/jj919634,"Action,Adventure,Comedy,Fantasy,Romance,Shounen",Ongoing,4.67,https://avt.mkklcdnv6temp.com/39/g/18-1583498619.jpg
Futsuu Ni Naritai,Chapter 100 - End,"Dec 27,20",112,180.0,manganelo.com,0.6327366828918457,https://manganelo.com/manga/futsuu_ni_naritai,"Psychological,Romance,School life,Slice of life",Ongoing,4.66,https://avt.mkklcdnv6temp.com/30/x/15-1583492688.jpg
Let's Be An Adventurer! ~Defeating Dungeons With A Skill Board~,Vol.4 Chapter 20,"Dec 27,20",112,180.0,manganelo.com,0.6327250003814697,https://manganelo.com/manga/lets_be_an_adventurer_defeating_dungeons_with_a_skill_board,"Action,Adventure,Fantasy,Shounen",Ongoing,4.67,https://avt.mkklcdnv6temp.com/4/q/17-1583495428.jpg
The Hero Is Overpowered But Overly Cautious,Chapter 10: The Scariest Thing,"Dec 27,20",112,180.0,manganelo.com,0.6362783908843994,https://manganelo.com/manga/dz918039,"Action,Adventure,Comedy,Fantasy,Shounen",Ongoing,4.73,https://avt.mkklcdnv6temp.com/31/i/17-1583496384.jpg
A Girl Meets Sex Toys: Akane Oguri Indulge In Onanism,Chapter 3,"Dec 27,20",112,180.0,manganelo.com,0.6331920623779297,https://manganelo.com/manga/nr922113,"Comedy,Slice of life",Ongoing,4.54,https://avt.mkklcdnv6temp.com/31/o/20-1583502240.jpg
Ester De Valonia,Chapter 10.1 [End],"Dec 27,20",112,180.0,manganelo.com,0.6171915531158447,https://manganelo.com/manga/rx924813,"Fantasy,Shounen",Ongoing,4.82,https://avt.mkklcdnv6temp.com/41/i/22-1606534612.jpg
Secret Sweetheart,Chapter 14,"Dec 25,20",113,180.0,manganelo.com,0.6121969223022461,https://manganelo.com/manga/wn923115,"Drama,Romance,Webtoons",Ongoing,4.1,https://avt.mkklcdnv6temp.com/22/e/21-1590950472.jpg
Dangerous New Employee,Chapter 12,"Dec 25,20",113,180.0,manganelo.com,0.5731890201568604,https://manganelo.com/manga/tg923829,"Comedy,Drama,Romance",Ongoing,4.39,https://avt.mkklcdnv6temp.com/1/d/21-1597899220.jpg
River God Seeks Adoption,Vol.1 Chapter 66: Catching A Fish Bare...,"Dec 25,20",113,180.0,manganelo.com,0.5691843032836914,https://manganelo.com/manga/river_god_seeks_adoption,"Drama,Romance,Shounen,Shounen ai,Supernatural,Manhua",Ongoing,4.36,https://avt.mkklcdnv6temp.com/28/d/16-1583494480.jpg
Summer Scent,Chapter 2: Summer Scent,"Dec 25,20",113,180.0,manganelo.com,0.568753719329834,https://manganelo.com/manga/mr917681,"Comedy,School life,Shounen ai,Supernatural,Webtoons",Ongoing,4.38,https://avt.mkklcdnv6temp.com/17/z/17-1583495909.jpg
I’M Not A Warrior!,Chapter 2,"Dec 25,20",113,180.0,manganelo.com,0.5677545070648193,https://manganelo.com/manga/py924525,"Fantasy,Shoujo,Supernatural",Ongoing,4.55,https://avt.mkklcdnv6temp.com/29/j/22-1603359105.jpg
Kuro Homura No Sen Otome,Chapter 21: The Immortal Flame,"Dec 25,20",113,180.0,manganelo.com,0.5428097248077393,https://manganelo.com/manga/ep921637,"Action,Adventure,Ecchi,Harem,Martial arts,Mature,Romance,School life,Seinen,Supernatural",Ongoing,4.15,https://avt.mkklcdnv6temp.com/13/t/20-1583501557.jpg
Sukinako Ga Megane Wo Wasureta - Pixiv Side Stories,Chapter 12.2: Christmas Twitter Extra,"Dec 25,20",113,180.0,manganelo.com,0.5458149909973145,https://manganelo.com/manga/si923464,School life,Ongoing,4.74,https://avt.mkklcdnv6temp.com/36/u/21-1595610194.jpg
Kawaiikereba Hentai Demo Suki Ni Natte Kuremasu Ka?,Chapter 37,"Dec 24,20",113,180.0,manganelo.com,0.5128123760223389,https://manganelo.com/manga/kawaiikereba_hentai_demo_suki_ni_natte_kuremasu_ka,"Comedy,Ecchi,Romance,School life,Shounen",Ongoing,4.66,https://avt.mkklcdnv6temp.com/8/h/16-1583493764.jpg
Pinsaro Sniper,Chapter 9: Screaming Engine,"Dec 24,20",113,180.0,manganelo.com,0.5738139152526855,https://manganelo.com/manga/sg923694,"Doujinshi,Ecchi,Seinen,Smut",Ongoing,4.24,https://avt.mkklcdnv6temp.com/45/t/21-1596770984.jpg
Dekisokonai No Monster Trainer,Vol.4 Chapter 23: The Defective Monster Trainer - Fin,"Dec 24,20",113,180.0,manganelo.com,0.5223076343536377,https://manganelo.com/manga/dekisokonai_no_monster_trainer,"Action,Adult,Comedy,Fantasy,School life,Shounen",Ongoing,4.42,https://avt.mkklcdnv6temp.com/11/n/14-1583490155.jpg
Otoyomegatari,Vol.13 Chapter 96: Homeward-Bound,"Dec 24,20",113,180.0,manganelo.com,0.5093045234680176,https://manganelo.com/manga/otoyomegatari,"Comedy,Drama,Historical,Romance,Seinen,Slice of life",Ongoing,4.4,https://avt.mkklcdnv6temp.com/39/s/1-1583465264.jpg
Tensei Kenja Wa Musume To Kurasu,Vol.2 Chapter 6: (Part One),"Dec 25,20",113,180.0,manganelo.com,0.4903078079223633,https://manganelo.com/manga/fu922191,Manhwa,Ongoing,4.72,https://avt.mkklcdnv6temp.com/34/o/20-1583502362.jpg
"Your Face, Mine",Chapter 24,"Dec 25,20",113,180.0,manganelo.com,0.4554328918457031,https://manganelo.com/manga/tt923341,"Drama,Supernatural,Webtoons",Ongoing,3.39,https://avt.mkklcdnv6temp.com/31/t/21-1593076381.jpg
Akuyaku Reijou Ni Tensei Shita Hazu Ga Marie Antoinette Deshita,Chapter 3: The Courtesan Mistress,"Dec 25,20",113,180.0,manganelo.com,0.4374361038208008,https://manganelo.com/manga/zd924596,"Drama,Historical,Romance,Seinen",Ongoing,4.69,https://avt.mkklcdnv6temp.com/32/j/22-1603765972.jpg
It’S Not Easy To Bully My Mother,Chapter 32,"Dec 25,20",113,180.0,manganelo.com,0.4314384460449219,https://manganelo.com/manga/nj923889,"Comedy,Fantasy,Mystery,Romance,Shoujo",Ongoing,4.46,https://avt.mkklcdnv6temp.com/3/r/22-1598414936.jpg
The Queen’S Blade,Chapter 0,"Dec 25,20",113,180.0,manganelo.com,0.42743825912475586,https://manganelo.com/manga/dm924981,"Drama,Romance",Ongoing,4.56,https://avt.mkklcdnv6temp.com/48/f/22-1608869249.jpg
Houseki No Kuni,Chapter 95: End Of The Fight,"Dec 25,20",113,180.0,manganelo.com,0.35228538513183594,https://manganelo.com/manga/houseki_no_kuni,"Fantasy,Mystery,Seinen",Ongoing,4.76,https://avt.mkklcdnv6temp.com/34/u/2-1583467037.jpg
Bodhisattva’S Carry!,Chapter 2,"Dec 25,20",113,180.0,manganelo.com,0.35776805877685547,https://manganelo.com/manga/xj924972,"Action,Adventure,Fantasy,Slice of life",Ongoing,4.63,https://avt.mkklcdnv6temp.com/47/v/22-1608781880.jpg
Dignified Asleep Saeki,Vol.5 Chapter 49.4: Final Bonus Chapter,"Dec 25,20",113,180.0,manganelo.com,0.3812289237976074,https://manganelo.com/manga/dignified_asleep_saeki,"Comedy,Romance,School life,Shounen",Ongoing,4.81,https://avt.mkklcdnv6temp.com/36/o/16-1583494779.jpg
"First, Let’S Hide My Younger Brotherh",Chapter 0,"Dec 25,20",113,180.0,manganelo.com,0.4882481098175049,https://manganelo.com/manga/wp924969,"Drama,Fantasy,Romance,School life,Shoujo",Ongoing,4.29,https://avt.mkklcdnv6temp.com/47/s/22-1608779654.jpg
Mahou Tsukai De Hikikomori?: Mofumofu Igai To Mo Kokoro Wo Kayowaseyou Monogatari,Chapter 8,"Dec 25,20",113,180.0,manganelo.com,0.4480624198913574,https://manganelo.com/manga/gz923935,"Adventure,Fantasy,Shounen,Slice of life",Ongoing,4.72,https://avt.mkklcdnv6temp.com/5/o/22-1598680011.jpg
Immortal Engagement,Chapter 5,"Dec 25,20",113,180.0,manganelo.com,0.5212481021881104,https://manganelo.com/manga/lf924983,"Comedy,Fantasy,Romance",Ongoing,4.48,https://avt.mkklcdnv6temp.com/48/h/22-1608869837.jpg
Coffee & Vanilla Black,Chapter 9,"Dec 25,20",113,180.0,manganelo.com,0.5070531368255615,https://manganelo.com/manga/oz923304,"Romance,Shoujo,Smut",Ongoing,4.63,https://avt.mkklcdnv6temp.com/30/i/21-1592540788.jpg
Koujo Denka No Kateikyoushi,Chapter 8,"Dec 25,20",113,180.0,manganelo.com,0.457059383392334,https://manganelo.com/manga/jl924249,"Comedy,Fantasy,Shounen,Slice of life",Ongoing,4.7,https://avt.mkklcdnv6temp.com/17/y/22-1600572633.jpg
Anima Yell!,Vol.5 Chapter 55,"Dec 27,20",112,180.0,manganelo.com,0.4440631866455078,https://manganelo.com/manga/anima_yell,"Comedy,School life,Seinen,Slice of life,Sports",Ongoing,3.31,https://avt.mkklcdnv6temp.com/41/a/16-1583494937.jpg
The Story Of A Girl With Sanpaku Eyes,Chapter 55: Santa,"Jan 17,21",104,180.0,manganelo.com,0.5214886665344238,https://manganelo.com/manga/the_story_of_a_girl_with_sanpaku_eyes,"Romance,School life",Ongoing,4.75,https://avt.mkklcdnv6temp.com/25/k/16-1583494382.jpg
Choegang Geunyeo,Chapter 29: The Queen And The Maid,"Jan 17,21",104,180.0,manganelo.com,0.5835962295532227,https://manganelo.com/manga/choegang_geunyeo,"Comedy,Romance,School life,Supernatural,Webtoons",Ongoing,4.59,https://avt.mkklcdnv6temp.com/7/i/15-1583491729.jpg
The Seal Of The Mountains And Seas,Chapter 14: A Man Who Lives Beyond His Destiny,"Jan 19,21",103,180.0,manganelo.com,0.5376091003417969,https://manganelo.com/manga/py920219,"Adventure,Fantasy,Martial arts",,4.32,https://avt.mkklcdnv6temp.com/10/u/19-1583499501.jpg
Suito-To!,Chapter 15: Flower Bread Party,"Jan 19,21",103,180.0,manganelo.com,0.5395982265472412,https://manganelo.com/manga/hs923017,"Cooking,Shoujo ai,Shounen,Slice of life",Ongoing,4.32,https://avt.mkklcdnv6temp.com/17/w/21-1590204816.jpg
A Guide To Proper Dating,Chapter 53,"Jan 17,21",104,180.0,manganelo.com,0.641566276550293,https://manganelo.com/manga/a_guide_to_proper_dating,"Comedy,Romance,Shoujo,Slice of life,Webtoons,Manhwa",Ongoing,4.71,https://avt.mkklcdnv6temp.com/7/v/17-1583495544.jpg
It Is My First Love,Vol.1 Chapter 42,"Dec 22,20",114,180.0,manganelo.com,0.4275965690612793,https://manganelo.com/manga/xu923179,"Comedy,Drama,Romance,Slice of life,Webtoons",Ongoing,4.53,https://avt.mkklcdnv6temp.com/24/z/21-1591546179.jpg
Wagamama Dakedo Itoshikute,Vol.3 Chapter 5: Futari Yuugi,"Dec 22,20",114,180.0,manganelo.com,0.48659586906433105,https://manganelo.com/manga/wagamama_dakedo_itoshikute,"Drama,Romance,School life,Slice of life,Yaoi",Ongoing,4.37,https://avt.mkklcdnv6temp.com/28/d/7-1583477328.jpg
I Won't Marry The Enemy Prince,Chapter 4,"Dec 23,20",114,180.0,manganelo.com,0.41066932678222656,https://manganelo.com/manga/rw923372,"Comedy,Fantasy,Historical,Romance,Webtoons",Ongoing,4.59,https://avt.mkklcdnv6temp.com/33/a/21-1593664724.jpg
"Tensei-Saki De Suterareta Node, Mofumofu-Tachi To Oryouri Shimasu",Chapter 6,"Dec 23,20",114,180.0,manganelo.com,0.3390629291534424,https://manganelo.com/manga/pv924278,"Cooking,Romance,Sci fi,Shoujo,Slice of life",Ongoing,4.76,https://avt.mkklcdnv6temp.com/19/e/22-1600661245.jpg
Arafoo Shachiku No Golem Master,Chapter 17: Recruiting Failure!!,"Dec 23,20",114,180.0,manganelo.com,0.3721048831939697,https://manganelo.com/manga/gd919339,"Adventure,Fantasy,Seinen",Ongoing,4.55,https://avt.mkklcdnv6temp.com/28/r/18-1583498193.jpg
"Around 40 ""shachiku"" Is Golem Master",Chapter 17: Recruiting Failure!!,"Dec 23,20",114,180.0,manganelo.com,0.3836193084716797,https://manganelo.com/manga/wb919369,"Action,Adventure,Fantasy,Seinen",Ongoing,4.52,https://avt.mkklcdnv6temp.com/29/s/18-1583498229.jpg
Ochitekita Ryuuou To Horobiyuku Majo No Kuni,Chapter 11: The Eve Of Battle,"Dec 23,20",114,180.0,manganelo.com,0.3916010856628418,https://manganelo.com/manga/ochitekita_ryuuou_to_horobiyuku_majo_no_kuni,"Ecchi,Fantasy,Martial arts,Seinen",Completed,4.41,https://avt.mkklcdnv6temp.com/9/u/2-1583466077.jpg
"Senpai, Sore Hitokuchi Kudasai!",Chapter 32,"Dec 23,20",114,180.0,manganelo.com,0.39761877059936523,https://manganelo.com/manga/senpai_sore_hitokuchi_kudasai,"Comedy,Romance,Slice of life",Ongoing,4.69,https://avt.mkklcdnv6temp.com/24/i/2-1583466643.jpg
A Girl Like A Pilgrim,Chapter 27: The Friend Next Door [End],"Dec 23,20",114,180.0,manganelo.com,0.399608850479126,https://manganelo.com/manga/ir920621,"Drama,Romance,Shoujo,Shoujo ai,Slice of life,Yuri",Ongoing,4.07,https://avt.mkklcdnv6temp.com/25/r/19-1583500121.jpg
Dien Bien Phu,Chapter 36: The Future Is Decided,"Dec 23,20",114,180.0,manganelo.com,0.42560434341430664,https://manganelo.com/manga/dien_bien_phu,"Action,Fantasy,Historical,Seinen,Supernatural",Ongoing,3.45,https://avt.mkklcdnv6temp.com/42/w/12-1583487448.jpg
Paranoia Street,Chapter 13: Target,"Dec 23,20",114,180.0,manganelo.com,0.3776695728302002,https://manganelo.com/manga/paranoia_street,"Adventure,Horror,Mature,Mystery,Psychological,Seinen",Ongoing,4.75,https://avt.mkklcdnv6temp.com/11/m/8-1583478612.jpg
"On The Way Home, I Got A Bride And Twin Daughters, But They Were Dragons",Vol.2 Chapter 10,"Dec 23,20",114,180.0,manganelo.com,0.33539748191833496,https://manganelo.com/manga/on_the_way_home_i_got_a_bride_and_twin_daughters_but_they_were_dragons,"Fantasy,Romance,Seinen",Ongoing,4.85,https://avt.mkklcdnv6temp.com/45/t/16-1583495114.jpg
Dolo's Destiny Pill,Chapter 96.5: Extra,"Dec 23,20",114,180.0,manganelo.com,0.3477518558502197,https://manganelo.com/manga/dolos_destiny_pill,"Romance,School life,Shoujo,Supernatural,Webtoons,Manhwa",Ongoing,4.32,https://avt.mkklcdnv6temp.com/24/o/16-1583494349.jpg
The Reincarnated Princess Strikes Down Flags Today As Well,Vol.3 Chapter 20,"Dec 23,20",114,180.0,manganelo.com,0.4100487232208252,https://manganelo.com/manga/qi918710,"Comedy,Drama,Fantasy,Harem,Romance,Shoujo,Slice of life",Ongoing,4.77,https://avt.mkklcdnv6temp.com/5/o/18-1583497301.jpg
Vanitas No Shuki,Chapter 15,"Dec 23,20",114,180.0,manganelo.com,0.40868163108825684,https://manganelo.com/manga/vanitas_no_shuki,"Action,Comedy,Fantasy,Historical,Mystery,Sci fi,Shounen,Supernatural",Ongoing,4.73,https://avt.mkklcdnv6temp.com/21/z/14-1583490533.jpg
The Tyrant's Whereabouts,Chapter 37,"Dec 23,20",114,180.0,manganelo.com,0.42058277130126953,https://manganelo.com/manga/qe918820,"Fantasy,Harem,Romance,Webtoons",Ongoing,4.95,https://avt.mkklcdnv6temp.com/9/j/18-1583497442.jpg
Contrast,Chapter 8,"Dec 23,20",114,180.0,manganelo.com,0.43088698387145996,https://manganelo.com/manga/contrast,Yaoi,Ongoing,4.43,https://avt.mkklcdnv6temp.com/9/m/17-1583495605.jpg
Usagi No Mori,Vol.2 Chapter 11,"Dec 23,20",114,180.0,manganelo.com,0.43790221214294434,https://manganelo.com/manga/ic921997,"Psychological,Romance,Slice of life,Yaoi",Ongoing,4.53,https://avt.mkklcdnv6temp.com/27/e/20-1583502076.jpg
 Delicious Scandal,Chapter 12,"Dec 19,20",115,180.0,manganelo.com,0.43784165382385254,https://manganelo.com/manga/fn921649,"Drama,Romance,Shoujo,Slice of life,Webtoons,Manhua",Ongoing,4.54,https://avt.mkklcdnv6temp.com/14/c/20-1583501569.jpg
They All Want To Marry Me! Help!,Chapter 60,"Dec 19,20",115,180.0,manganelo.com,0.3978443145751953,https://manganelo.com/manga/zh923427,"Comedy,Romance,Webtoons",Ongoing,3.79,https://avt.mkklcdnv6temp.com/35/j/21-1595519672.jpg
Siren's Lament,Chapter 198,"Dec 19,20",115,180.0,manganelo.com,0.4438786506652832,https://manganelo.com/manga/sirens_lament,"Adventure,Comedy,Romance,Webtoons,Manhwa",Ongoing,4.38,https://avt.mkklcdnv6temp.com/29/o/13-1583488797.jpg
The Peerless Doctor: From Consort To Empress,Chapter 22,"Dec 19,20",115,180.0,manganelo.com,0.39703917503356934,https://manganelo.com/manga/kk923478,"Historical,Romance,Webtoons",Ongoing,4.41,https://avt.mkklcdnv6temp.com/37/j/21-1595616919.jpg
Shinomiya Kouta Still Can't Die -Border Of The Dead-,Chapter 9,"Dec 19,20",115,180.0,manganelo.com,0.44806432723999023,https://manganelo.com/manga/st921456,"Mystery,Seinen,Slice of life,Supernatural,Tragedy",Ongoing,4.27,https://avt.mkklcdnv6temp.com/6/y/20-1583501282.jpg
The Internet Are Cp Fans Of The Movie God And Me,Chapter 7,"Dec 19,20",115,180.0,manganelo.com,0.5604104995727539,https://manganelo.com/manga/ty924571,"Comedy,Fantasy,Romance",Ongoing,3.93,https://avt.mkklcdnv6temp.com/31/e/22-1603555094.jpg
Have A Great Sunday,Chapter 4: 4Th Weekend,"Dec 19,20",115,180.0,manganelo.com,0.49697279930114746,https://manganelo.com/manga/yt923010,"Seinen,Slice of life",Ongoing,4.5,https://avt.mkklcdnv6temp.com/17/p/21-1590115423.jpg
Mahou Tsukai No Oshigoto,Chapter 6,"Dec 19,20",115,180.0,manganelo.com,0.3779747486114502,https://manganelo.com/manga/xp924056,"Drama,Fantasy,Seinen,Slice of life,Supernatural",Ongoing,4.4,https://avt.mkklcdnv6temp.com/10/k/22-1599500492.jpg
It’S Meant To Be,Chapter 46,"Dec 19,20",115,180.0,manganelo.com,0.44296979904174805,https://manganelo.com/manga/zx924072,"Comedy,Mystery,Romance,Webtoons",Ongoing,4.03,https://avt.mkklcdnv6temp.com/11/a/22-1599583476.jpg
Nozo X Kimi,Chapter 63: Nozokimi,"Dec 19,20",115,180.0,manganelo.com,0.3429300785064697,https://manganelo.com/manga/nozo_x_kimi,"Comedy,Ecchi,Mature,Romance,School life,Shounen",Ongoing,4.65,https://avt.mkklcdnv6temp.com/34/r/3-1583469041.jpg
Laika No Hoshi,Vol.1 Chapter 5: Return Of The Dog,"Dec 20,20",115,180.0,manganelo.com,0.3269798755645752,https://manganelo.com/manga/gs923495,Sci fi,Ongoing,4.72,https://avt.mkklcdnv6temp.com/38/c/21-1595695148.jpg
Visible Only To You,Chapter 20,"Dec 20,20",115,180.0,manganelo.com,0.4059276580810547,https://manganelo.com/manga/zb922056,"Drama,Romance,Supernatural,Webtoons",Ongoing,4.77,https://avt.mkklcdnv6temp.com/29/k/20-1583502158.jpg
Let's Meet At The Witches' Gathering,Chapter 23: The Story Of A Coastal Witch And A Merman,"Dec 20,20",115,180.0,manganelo.com,0.3399958610534668,https://manganelo.com/manga/sv920959,"Drama,Fantasy,Slice of life",Ongoing,4.83,https://avt.mkklcdnv6temp.com/38/f/19-1583500575.jpg
Beware Of Demons,Chapter 83,"Dec 20,20",115,180.0,manganelo.com,0.34499239921569824,https://manganelo.com/manga/beware_of_demons,"Adult,Ecchi,Romance,School life,Shounen ai,Supernatural,Webtoons,Yaoi",Ongoing,4.48,https://avt.mkklcdnv6temp.com/26/q/16-1583494426.jpg
Dainana Joshikai Houkou,Vol.7 Chapter 51.7: Endless Unknown Corridors / Severalfold,"Dec 20,20",115,180.0,manganelo.com,0.32999682426452637,https://manganelo.com/manga/dainana_joshikai_houkou,"Comedy,Fantasy,School life,Sci fi,Seinen,Slice of life",Ongoing,4.7,https://avt.mkklcdnv6temp.com/15/a/3-1583468236.jpg
 Childe And Sweet Wife,Chapter 147,"Dec 20,20",115,180.0,manganelo.com,0.3392815589904785,https://manganelo.com/manga/xa921696,"Comedy,Drama,Romance,Webtoons,Manhua",Ongoing,4.5,https://avt.mkklcdnv6temp.com/15/x/20-1583501641.jpg
Huai Huai Jiao Qi Tian Tian Chong,Chapter 71,"Dec 20,20",115,180.0,manganelo.com,0.3611910343170166,https://manganelo.com/manga/wz922192,"Drama,Romance,Webtoons",Ongoing,4.37,https://avt.mkklcdnv6temp.com/34/p/20-1583502364.jpg
